scope,score_model,outcome,n,score_unique_values,outcome_unique_values,spearman_rho,pvalue,pvalue_note
global,CLscore_jang,D5:pass,8108676,989827,2,0.1989579160343581,,not reported; descriptive association on the complete score support
global,CLscore_A,D5:explicit_violation,8108676,827491,2,0.03821076823011112,,not reported; descriptive association on the complete score support
global,CLscore_B,D5:explicit_violation,8108676,911376,2,0.0394610522581405,,not reported; descriptive association on the complete score support
global,CLscore_jang,D5:explicit_violation,8108676,989827,2,0.04793457926017316,,not reported; descriptive association on the complete score support
global,CLscore_A,D5:no_verdict,8108676,827491,2,-0.3189718419594874,,not reported; descriptive association on the complete score support
global,CLscore_B,D5:no_verdict,8108676,911376,2,-0.32350565727818503,,not reported; descriptive association on the complete score support
global,CLscore_jang,D5:no_verdict,8108676,989827,2,-0.20627371333354594,,not reported; descriptive association on the complete score support
global,CLscore_A,D6:pass,8108676,827491,2,0.2964402381801209,,not reported; descriptive association on the complete score support
global,CLscore_B,D6:pass,8108676,911376,2,0.30211000512759856,,not reported; descriptive association on the complete score support
global,CLscore_jang,D6:pass,8108676,989827,2,0.184945060441349,,not reported; descriptive association on the complete score support
global,CLscore_A,D6:explicit_violation,8108676,827491,2,0.06356212399320713,,not reported; descriptive association on the complete score support
global,CLscore_B,D6:explicit_violation,8108676,911376,2,0.06233882380222863,,not reported; descriptive association on the complete score support
global,CLscore_jang,D6:explicit_violation,8108676,989827,2,0.02000898646007473,,not reported; descriptive association on the complete score support
global,CLscore_A,D6:no_verdict,8108676,827491,2,-0.3068160896997643,,not reported; descriptive association on the complete score support
global,CLscore_B,D6:no_verdict,8108676,911376,2,-0.31211983138821464,,not reported; descriptive association on the complete score support
global,CLscore_jang,D6:no_verdict,8108676,989827,2,-0.1868714668231536,,not reported; descriptive association on the complete score support
global,CLscore_A,D7:pass,8108676,827491,2,0.18594557360476838,,not reported; descriptive association on the complete score support
global,CLscore_B,D7:pass,8108676,911376,2,0.1459253713562461,,not reported; descriptive association on the complete score support
global,CLscore_jang,D7:pass,8108676,989827,2,0.20990388792779152,,not reported; descriptive association on the complete score support
global,CLscore_A,D7:explicit_violation,8108676,827491,2,-0.18594557360476838,,not reported; descriptive association on the complete score support
global,CLscore_B,D7:explicit_violation,8108676,911376,2,-0.1459253713562461,,not reported; descriptive association on the complete score support
global,CLscore_jang,D7:explicit_violation,8108676,989827,2,-0.20990388792779152,,not reported; descriptive association on the complete score support
global,CLscore_A,D7:no_verdict,8108676,827491,1,,,not reported; descriptive association on the complete score support
global,CLscore_B,D7:no_verdict,8108676,911376,1,,,not reported; descriptive association on the complete score support
global,CLscore_jang,D7:no_verdict,8108676,989827,1,,,not reported; descriptive association on the complete score support
global,CLscore_A,D8:pass,8108676,827491,2,0.28469138343567807,,not reported; descriptive association on the complete score support
global,CLscore_B,D8:pass,8108676,911376,2,0.3346324532429155,,not reported; descriptive association on the complete score support
global,CLscore_jang,D8:pass,8108676,989827,2,0.0924617165846087,,not reported; descriptive association on the complete score support
global,CLscore_A,D8:explicit_violation,8108676,827491,2,0.032213110871769174,,not reported; descriptive association on the complete score support
global,CLscore_B,D8:explicit_violation,8108676,911376,2,0.04367349571690949,,not reported; descriptive association on the complete score support
global,CLscore_jang,D8:explicit_violation,8108676,989827,2,0.04171443207327083,,not reported; descriptive association on the complete score support
global,CLscore_A,D8:no_verdict,8108676,827491,2,-0.2768742570259206,,not reported; descriptive association on the complete score support
global,CLscore_B,D8:no_verdict,8108676,911376,2,-0.3280496498976433,,not reported; descriptive association on the complete score support
global,CLscore_jang,D8:no_verdict,8108676,989827,2,-0.10393983113525793,,not reported; descriptive association on the complete score support
global,CLscore_A,D1_D8_explicit_violation_count,8108676,827491,8,-0.13317289248176137,,not reported; descriptive association on the complete score support
global,CLscore_B,D1_D8_explicit_violation_count,8108676,911376,8,-0.09768240642694542,,not reported; descriptive association on the complete score support
global,CLscore_jang,D1_D8_explicit_violation_count,8108676,989827,8,-0.15535258705213043,,not reported; descriptive association on the complete score support
global,CLscore_A,D1_D8_no_verdict_count,8108676,827491,7,-0.3258134413571902,,not reported; descriptive association on the complete score support
global,CLscore_B,D1_D8_no_verdict_count,8108676,911376,7,-0.3396146382915202,,not reported; descriptive association on the complete score support
global,CLscore_jang,D1_D8_no_verdict_count,8108676,989827,7,-0.19521537394061222,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,L2:pass,6103181,791711,2,0.3045142968046781,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,L2:pass,6103181,886670,2,0.32753157767854785,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,L2:pass,6103181,983252,2,0.17975686318945394,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,L2:explicit_violation,6103181,791711,2,0.028680826040330135,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,L2:explicit_violation,6103181,886670,2,0.006362109706403383,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,L2:explicit_violation,6103181,983252,2,0.07878484196333746,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,L2:no_verdict,6103181,791711,2,-0.30146723382260593,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,L2:no_verdict,6103181,886670,2,-0.313318121188947,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,L2:no_verdict,6103181,983252,2,-0.2055832141914065,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,L4:pass,6103181,791711,2,0.27111425898687186,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,L4:pass,6103181,886670,2,0.3243546336397072,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,L4:pass,6103181,983252,2,0.09852389979358282,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,L4:explicit_violation,6103181,791711,2,-0.259390167775458,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,L4:explicit_violation,6103181,886670,2,-0.1830497158789326,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,L4:explicit_violation,6103181,983252,2,-0.22340165857378239,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,L4:no_verdict,6103181,791711,2,0.09813754707484815,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,L4:no_verdict,6103181,886670,2,-0.011321146597838292,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,L4:no_verdict,6103181,983252,2,0.16627516549497023,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D1:pass,6103181,791711,2,0.2934192133448568,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D1:pass,6103181,886670,2,0.3067595545800293,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D1:pass,6103181,983252,2,0.19676523980076838,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D1:explicit_violation,6103181,791711,2,0.04955507150712338,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D1:explicit_violation,6103181,886670,2,0.045343535045249087,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D1:explicit_violation,6103181,983252,2,0.04757294813758725,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D1:no_verdict,6103181,791711,2,-0.3011539628493581,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D1:no_verdict,6103181,886670,2,-0.3133799832915526,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D1:no_verdict,6103181,983252,2,-0.20520439220568565,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D2:pass,6103181,791711,2,0.29009936149476107,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D2:pass,6103181,886670,2,0.3023909132502892,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D2:pass,6103181,983252,2,0.19109976548296767,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D2:explicit_violation,6103181,791711,2,0.008193528563724151,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D2:explicit_violation,6103181,886670,2,-0.002066831131359712,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D2:explicit_violation,6103181,983252,2,0.0029909103180030356,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D2:no_verdict,6103181,791711,2,-0.2900827998423099,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D2:no_verdict,6103181,886670,2,-0.3011120611205098,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D2:no_verdict,6103181,983252,2,-0.1908026439897876,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D3:pass,6103181,791711,2,0.31586691609117035,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D3:pass,6103181,886670,2,0.3342100986804527,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D3:pass,6103181,983252,2,0.19415709715235444,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D3:explicit_violation,6103181,791711,2,-0.016198302931974624,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D3:explicit_violation,6103181,886670,2,-0.03630157825991898,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D3:explicit_violation,6103181,983252,2,0.05047512592132499,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D3:no_verdict,6103181,791711,2,-0.30005834297639045,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D3:no_verdict,6103181,886670,2,-0.31059255349738174,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D3:no_verdict,6103181,983252,2,-0.2061713762603073,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D4:pass,6103181,791711,2,0.2925417656690025,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D4:pass,6103181,886670,2,0.3011657744983659,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D4:pass,6103181,983252,2,0.20297679822209475,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D4:explicit_violation,6103181,791711,2,0.05559520105286741,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D4:explicit_violation,6103181,886670,2,0.0531775274020847,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D4:explicit_violation,6103181,983252,2,0.037926414696071525,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D4:no_verdict,6103181,791711,2,-0.2990234450536842,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D4:no_verdict,6103181,886670,2,-0.3072745751743287,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D4:no_verdict,6103181,983252,2,-0.2073839954828231,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D5:pass,6103181,791711,2,0.29562409940449863,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D5:pass,6103181,886670,2,0.3056743307024156,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D5:pass,6103181,983252,2,0.2029028006257223,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D5:explicit_violation,6103181,791711,2,0.03275233292133229,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D5:explicit_violation,6103181,886670,2,0.020817410462118494,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D5:explicit_violation,6103181,983252,2,0.037118515069302915,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D5:no_verdict,6103181,791711,2,-0.2990234450536842,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D5:no_verdict,6103181,886670,2,-0.3072745751743287,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D5:no_verdict,6103181,983252,2,-0.2073839954828231,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D6:pass,6103181,791711,2,0.2800365452806496,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D6:pass,6103181,886670,2,0.29153850190969144,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D6:pass,6103181,983252,2,0.18816149851754238,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D6:explicit_violation,6103181,791711,2,0.06379577136793198,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D6:explicit_violation,6103181,886670,2,0.0616475592795497,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D6:explicit_violation,6103181,983252,2,0.02238383703995741,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D6:no_verdict,6103181,791711,2,-0.2900713433005602,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D6:no_verdict,6103181,886670,2,-0.3010276036321801,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D6:no_verdict,6103181,983252,2,-0.1907898709571621,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D7:pass,6103181,791711,2,0.29811419686513957,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D7:pass,6103181,886670,2,0.2168821903907929,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D7:pass,6103181,983252,2,0.25990983140793483,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D7:explicit_violation,6103181,791711,2,-0.29811419686513957,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D7:explicit_violation,6103181,886670,2,-0.2168821903907929,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D7:explicit_violation,6103181,983252,2,-0.25990983140793483,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D7:no_verdict,6103181,791711,1,,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D7:no_verdict,6103181,886670,1,,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D7:no_verdict,6103181,983252,1,,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D8:pass,6103181,791711,2,0.2937630909087674,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D8:pass,6103181,886670,2,0.35217571276752596,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D8:pass,6103181,983252,2,0.10919408124548455,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D8:explicit_violation,6103181,791711,2,0.02192348305800234,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D8:explicit_violation,6103181,886670,2,0.03682969050388331,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D8:explicit_violation,6103181,983252,2,0.04719056939857756,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D8:no_verdict,6103181,791711,2,-0.2820267499138508,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D8:no_verdict,6103181,886670,2,-0.34285913968565696,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D8:no_verdict,6103181,983252,2,-0.12242746043783956,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D1_D8_explicit_violation_count,6103181,791711,8,-0.2465663424059092,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D1_D8_explicit_violation_count,6103181,886670,8,-0.17457919183286508,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D1_D8_explicit_violation_count,6103181,983252,8,-0.20387384610671128,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_A,D1_D8_no_verdict_count,6103181,791711,7,-0.30938709574276657,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_B,D1_D8_no_verdict_count,6103181,886670,7,-0.32990711263274136,,not reported; descriptive association on the complete score support
provenance=lemat,CLscore_jang,D1_D8_no_verdict_count,6103181,983252,7,-0.19751633582382172,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,L2:pass,2005495,365021,2,0.3147955789323262,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,L2:pass,2005495,485722,2,0.3164654090418469,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,L2:pass,2005495,837645,2,0.20414171984332455,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,L2:explicit_violation,2005495,365021,2,0.12896340644367682,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,L2:explicit_violation,2005495,485722,2,0.15835266242012314,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,L2:explicit_violation,2005495,837645,2,0.12088170722231642,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,L2:no_verdict,2005495,365021,2,-0.35033414121077583,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,L2:no_verdict,2005495,485722,2,-0.36650923709689337,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,L2:no_verdict,2005495,837645,2,-0.24576674126693507,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,L4:pass,2005495,365021,2,0.13794103921735812,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,L4:pass,2005495,485722,2,0.15666897799222707,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,L4:pass,2005495,837645,2,0.0751890566275971,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,L4:explicit_violation,2005495,365021,2,0.14544676472548423,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,L4:explicit_violation,2005495,485722,2,0.1146722661622358,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,L4:explicit_violation,2005495,837645,2,0.048866412699147085,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,L4:no_verdict,2005495,365021,2,-0.1888544914255189,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,L4:no_verdict,2005495,485722,2,-0.16512620744638543,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,L4:no_verdict,2005495,837645,2,-0.07322115781976951,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D1:pass,2005495,365021,2,0.3400589716874702,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D1:pass,2005495,485722,2,0.3578139384295436,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D1:pass,2005495,837645,2,0.24100011308978855,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D1:explicit_violation,2005495,365021,2,0.060853781430234025,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D1:explicit_violation,2005495,485722,2,0.05381994592115401,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D1:explicit_violation,2005495,837645,2,0.03265929238343623,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D1:no_verdict,2005495,365021,2,-0.347789504426024,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D1:no_verdict,2005495,485722,2,-0.363899692476366,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D1:no_verdict,2005495,837645,2,-0.24437884439849725,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D2:pass,2005495,365021,2,0.329067386311014,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D2:pass,2005495,485722,2,0.3381966876107017,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D2:pass,2005495,837645,2,0.22069913020531404,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D2:explicit_violation,2005495,365021,2,0.017658906970344012,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D2:explicit_violation,2005495,485722,2,0.01603516929148932,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D2:explicit_violation,2005495,837645,2,0.009230686009707329,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D2:no_verdict,2005495,365021,2,-0.329222717818356,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D2:no_verdict,2005495,485722,2,-0.3380443078794714,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D2:no_verdict,2005495,837645,2,-0.2204176015111494,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D3:pass,2005495,365021,2,0.3319504848951081,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D3:pass,2005495,485722,2,0.3370726334113435,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D3:pass,2005495,837645,2,0.2169668372812728,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D3:explicit_violation,2005495,365021,2,0.08610518749281457,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D3:explicit_violation,2005495,485722,2,0.11728642702555833,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D3:explicit_violation,2005495,837645,2,0.10586146330223815,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D3:no_verdict,2005495,365021,2,-0.34818132893544207,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D3:no_verdict,2005495,485722,2,-0.36440025348490485,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D3:no_verdict,2005495,837645,2,-0.24559013900940727,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D4:pass,2005495,365021,2,0.3437113248651293,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D4:pass,2005495,485722,2,0.35878931035723255,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D4:pass,2005495,837645,2,0.24408754637283334,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D4:explicit_violation,2005495,365021,2,0.06591985064411242,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_B,D4:explicit_violation,2005495,485722,2,0.07655824765322466,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_jang,D4:explicit_violation,2005495,837645,2,0.03675975904705243,,not reported; descriptive association on the complete score support
provenance=elementa,CLscore_A,D4:no_verdict,2005495,365021,2,-0.35292250385666846,,not reported; descriptive association on the complete score support
